frame,x,y,z,confidence,source
0,0.8563123356886867,-0.8540474123490233,1.3948321863144952,1.0,lander
0,0.854836235463244,0.8565136827751663,1.3481571289962937,1.0,lander
0,-0.8563488793998282,0.8552176772406965,1.3547770263300547,1.0,lander
0,-0.8548727791743855,-0.8553434178834932,1.4014520836482562,1.0,lander
2,0.8563123356886867,-0.8540474123490233,1.3948321863144952,1.0,rover
2,0.854836235463244,0.8565136827751663,1.3481571289962937,1.0,rover
2,-0.8563488793998282,0.8552176772406965,1.3547770263300547,1.0,rover
2,-0.8548727791743855,-0.8553434178834932,1.4014520836482562,1.0,rover
60,-2.100641384666171,-2.7782572173570923,1.1920297624168987,0.6,depth
60,-2.277563541150102,-2.7205975414538512,1.172593923125762,0.6,depth
60,-2.3202481530181234,-2.686015142114986,1.2613436298203236,0.6,depth
60,-1.261854116629857,-3.1197477681255297,1.2812550388361532,0.6,depth
60,-2.1268138683650806,-2.7684083055824282,1.1478279216145069,0.6,depth
60,-1.2040919280653761,-3.1593334238298807,1.1552771682362448,0.6,depth
60,-1.4703848113120555,-3.0258742492938007,1.2783631526432275,0.6,depth
60,-1.196851813839754,-3.0881782098961557,1.2140232570954974,0.6,depth
60,-1.7109056673187815,-2.9436227634734005,1.125396409668916,0.6,depth
60,-1.1358042630479517,-3.170565601061498,1.1199434188479107,0.6,depth
60,-1.8809139684211453,-2.876075710184372,1.3375741009901296,0.6,depth
60,-1.3137505788509063,-3.0684799855760057,1.2525594817412173,0.6,depth
60,-1.5659973259737425,-2.9755483639851015,1.1628941016800272,0.6,depth
62,-2.34601279027622,-4.040619267435104,1.3217110136577235,1.0,rover
62,-1.9670968602083576,-4.18634081319087,1.3168172376761913,1.0,rover
62,-2.5054446697167077,-4.454945600846312,1.3145580240660133,1.0,rover
62,-2.1265287396488453,-4.600667146602077,1.3096642480844811,1.0,rover
80,-1.6132245899292812,-2.4313691147852987,1.2285323574149576,0.6,depth
80,-1.5263974748363278,-3.0044335554527324,1.1893745476792654,0.6,depth
80,-1.7748101569779422,-2.869508908679838,1.1730244479366543,0.6,depth
80,-2.2717818609119997,-2.705127921721458,1.27066565900152,0.6,depth
80,-2.141498931185059,-2.6642783210971537,1.2606274654356648,0.6,depth
80,-1.25262515414511,-3.1213840546270664,1.3459815508113364,0.6,depth
82,-2.31290071836196,-4.057741371268073,1.3320199968554352,1.0,rover
82,-1.932387162261651,-4.199244348486677,1.3272933635749182,1.0,rover
82,-2.467709230800679,-4.473836459160996,1.3260868435713948,1.0,rover
82,-2.08719567470037,-4.6153394363796,1.321360210290878,1.0,rover
260,0.9910788554473047,-3.438353846235384,1.104160258960548,0.6,depth
260,0.6569627563060341,-4.081735094744645,1.1505441453540557,0.6,depth
260,0.7428207222191319,-4.218960505427418,1.1905895717060053,0.6,depth
260,0.4992492151714727,-3.0946336966787777,1.3899915478803473,0.6,depth
260,0.706161230170159,-4.1388017060443225,1.1866479783172255,0.6,depth
260,0.23570260807731125,-2.886134121807843,1.2618460919148144,0.6,depth
260,0.7815465088384219,-4.146751269520593,1.305050533495076,0.6,depth
262,-0.7468458112793378,-3.824280483477874,1.3384608566804501,1.0,rover
